사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2022-02,9호선,4106,양천향교,6,0,3198,965,7207,4824,23002,7577,23775,29242,11132,10971,8798,6467,9071,6030,9962,7693,9767,7539,9458,8317,9956,8570,11918,9680,15085,13678,24452,21931,8864,20602,5889,12691,5472,13292,2783,10346,676,4577,0,64,0,0,0,0,0,0
2022-02,9호선,4107,가양,74,0,11262,1045,18294,5775,52162,16592,57601,35882,31848,20026,23140,13887,22863,14582,24145,16392,23257,18463,20552,19468,20641,21663,22582,26126,27189,31604,35391,52754,14865,45818,12012,26670,10809,30767,5153,20481,1079,8140,2,401,0,0,0,0,0,0
2022-02,9호선,4108,증미,0,0,1965,669,5635,2759,16145,6287,16800,25873,8756,9909,6497,5625,6600,4858,7113,5653,6957,6100,7000,6101,7179,7637,8306,7664,12873,9090,22302,16372,6683,14035,4545,7448,4055,7877,1911,5382,438,2382,0,2,0,0,0,0,0,0
2022-02,9호선,4109,등촌,5,1,4063,594,11057,2599,32100,5298,40040,14245,18239,9121,13041,7788,12991,8856,13001,9991,12732,11213,12592,11712,12138,13887,12394,15435,12759,21811,14150,32924,6805,28551,5521,16348,5786,15442,3134,11737,796,4950,1,1,0,0,0,0,0,0
2022-02,9호선,4110,염창,4,0,8881,548,18885,3924,55591,6618,64442,16093,33860,8871,19983,7999,18294,9162,18837,11463,17794,12884,15555,14006,14075,17863,15232,20794,16964,33829,18126,54641,9583,49140,7879,30211,7877,30618,3872,22676,852,8535,1,71,0,0,0,0,0,0
2022-02,9호선,4111,신목동,0,0,1332,271,4051,1444,13346,2209,13722,4616,6674,2049,4234,1848,4042,2425,4312,2566,4143,3034,3700,3021,3743,3239,4534,4304,4518,6042,4627,10844,1928,9076,1293,4793,1364,6331,1130,4236,223,1611,0,16,0,0,0,0,0,0
2022-02,9호선,4112,선유도,5,0,1453,1083,4203,3742,14660,11222,18660,31658,8557,14222,6013,5950,6507,5647,7513,5564,7032,6473,7028,6506,7897,6726,9066,7643,17538,9031,30349,16248,10251,12886,6227,7228,5612,8215,3201,5198,735,2072,0,1,0,0,0,0,0,0
2022-02,9호선,4113,당산,36,0,6048,930,12589,4461,37920,11119,45390,32150,25728,18712,18906,12511,19046,13657,20542,14815,20353,16359,19282,17119,19121,18704,20976,21732,26167,34129,34920,52199,17219,38349,15461,24084,17495,29252,9068,20052,1920,8193,1,189,0,0,0,0,0,0
2022-02,9호선,4114,국회의사당,2,0,639,1348,1392,6832,2877,30700,4913,109589,4219,53425,5316,20835,9321,15938,10409,13083,13003,14370,16485,11406,18580,9122,23021,8100,50495,8905,80067,7735,28732,4636,19276,2887,19502,2867,8769,1851,1506,685,0,1,0,0,0,0,0,0
2022-02,9호선,4115,여의도,12,0,1903,1881,3107,15472,6592,96358,8638,126091,8306,50621,9874,22681,14420,23101,15230,22743,18597,24527,22241,21872,28180,19687,39305,18344,100190,18985,114804,21484,52967,11851,46064,7007,38572,7156,12968,4401,2004,1507,0,108,0,0,0,0,0,0
2022-02,9호선,4116,샛강,5,0,703,798,1614,3022,3335,12179,4353,28490,3417,10923,3401,6261,3980,5281,4353,4584,4951,5173,5531,4900,6555,4633,7428,5059,14378,6516,23449,8147,8416,4474,6470,2782,8023,2949,3694,2009,740,804,0,10,0,0,0,0,0,0
2022-02,9호선,4117,노량진,294,2,12351,1696,17991,11014,45695,34778,70027,54496,38468,29917,24757,18513,24230,19320,28327,24641,30894,28578,26215,23259,24913,27318,27851,32010,38007,44833,44354,67213,24015,44287,25385,29496,35698,35775,27754,24306,3422,10287,1,413,0,0,0,0,0,0
2022-02,9호선,4118,노들,2,0,2737,186,4013,1185,11616,1791,15915,2942,8854,2208,5981,2358,5085,2716,5406,3263,5856,3612,4939,3832,4302,5279,4626,5755,4829,7117,4496,13017,2504,9099,1793,5867,1552,6940,1050,4383,247,1889,0,0,0,0,0,0,0,0
2022-02,9호선,4119,흑석(중앙대입구),4,0,2623,986,4270,5250,12021,8856,16215,13202,10437,10091,8515,8389,8959,7015,9804,8415,9683,10016,10030,8527,10853,10139,12939,11472,15828,13734,12419,20411,6685,12724,6211,9097,6672,9582,4421,6942,983,2884,0,1,0,0,0,1,0,0
2022-02,9호선,4120,동작(현충원),11,0,851,111,1113,1330,3577,1281,4870,2439,2972,1622,2024,1505,2300,1705,2456,2155,3066,2379,3036,2342,3056,2254,3610,2158,3785,3116,4519,4414,2562,3031,1919,1760,1512,2060,696,1328,195,614,0,363,0,0,0,0,0,0
2022-02,9호선,4121,구반포,0,0,129,160,490,1120,1034,2301,1643,3999,1243,2986,1055,1801,1186,1635,1481,1808,1762,1990,1894,1484,2189,1582,2579,1503,3268,1770,3956,2336,1810,1558,1368,742,1069,870,664,630,93,348,0,4,0,0,0,0,0,0
2022-02,9호선,4122,신반포,0,0,263,486,1260,7062,3622,4263,5034,7110,3599,4595,2867,3425,2903,2631,3480,2958,3834,4028,3648,3454,5161,3613,8444,3459,9146,3770,6789,5806,3675,3945,2417,2452,2445,2900,1174,2144,233,941,0,1,0,0,0,0,0,0
2022-02,9호선,4123,고속터미널,9,0,1649,1089,3624,10029,11442,12522,15348,21726,12727,23101,11145,22088,12867,22932,15065,23517,16461,25066,18272,25472,20133,24931,23304,25975,26027,28164,25131,32751,21019,22053,19050,13773,15487,14567,10661,9128,2134,3371,1,10,0,0,0,0,0,0
2022-02,9호선,4124,사평,8,0,616,139,2125,1484,6835,2863,8555,5786,5316,3234,3885,2345,3902,2848,4429,3487,4303,3751,4001,3724,4422,3860,4922,4787,5711,6280,6007,8308,3191,6625,2025,3791,1848,4612,1303,3307,237,1290,0,0,0,0,0,0,0,0
2022-02,9호선,4125,신논현,15,0,1903,1296,9480,11342,23358,30782,32995,71994,22438,84072,20866,45768,26054,36773,30916,36979,33790,42147,36661,40091,41725,37968,49509,43022,64828,49738,87832,68131,60565,34429,51902,18540,65659,19481,33728,12185,4909,5346,4,326,0,0,0,0,0,0
2022-02,공항철도 1호선,4201,서울역,145,0,1557,411,1404,6427,7596,10671,8603,16397,6427,11891,7255,9693,8757,9138,10774,10527,10971,9617,8677,8330,12217,9537,13977,8975,16489,10529,19975,12121,14059,9792,9480,5872,12297,6606,7676,3729,2784,1492,2,662,0,0,0,0,0,0
2022-02,공항철도 1호선,4202,공덕,34,0,835,127,1454,1099,4316,2571,4077,7638,2244,3870,1844,2828,1979,2643,2287,2905,2186,2828,2128,2635,2139,3199,2632,3580,3701,5271,6468,8006,3035,5398,2605,2959,2919,3309,1356,2700,302,1188,24,430,0,0,0,0,0,0
2022-02,공항철도 1호선,4203,홍대입구,73,0,1549,197,2553,1989,6286,4595,9008,16141,5621,16355,4878,13945,6476,16454,8337,19490,10370,20536,12106,18370,14703,18315,18117,18631,22898,18403,27303,22214,21108,13361,23560,6146,28784,6711,14053,5020,2521,2511,126,530,0,1,0,0,0,0
2022-02,공항철도 1호선,4204,디지털미디어시티,63,21,2149,608,4716,4235,12217,19997,14856,67664,8619,29709,6210,10494,6826,7901,7588,8610,8312,8553,8427,7574,10491,7728,13094,8165,30790,11264,66252,17882,25939,12088,15189,6531,15425,7580,7635,5211,1683,2151,93,528,0,1,0,0,0,0
2022-02,공항철도 1호선,4206,마곡나루(서울식물원),10,0,1427,553,2675,5896,9183,16968,9803,43606,5304,16375,3550,5540,4475,4043,5109,4303,4757,4772,5091,4645,6497,4326,10521,4478,28631,6916,32738,10663,11717,7249,7202,4500,6198,5266,2815,3814,685,1556,86,1065,0,0,0,0,0,0
2022-02,공항철도 1호선,4207,김포공항,9,0,1389,1526,2380,8792,5185,16818,13915,17185,15113,10191,15007,8133,20519,10032,22547,10858,20278,11106,23374,9548,22473,9216,18490,10832,23991,12141,28850,11763,21249,8008,21165,3451,25352,1681,18470,1162,3441,484,33,221,0,0,0,0,0,0
2022-02,공항철도 1호선,4208,계양,8,0,6274,544,16587,2409,43300,2720,36306,4431,18541,3855,12147,3077,11348,3926,11205,4556,9544,5744,7865,6708,7450,8484,8331,11204,8157,17439,6081,33302,3816,32060,2707,18257,2607,20000,1489,16035,435,6616,43,1124,0,0,0,0,0,0
2022-02,공항철도 1호선,4209,검암,279,0,4913,257,9823,1648,25263,5519,19186,11826,10532,4596,7519,3462,7805,3813,7215,4010,5950,4492,5740,4934,5427,5333,6315,6573,6808,10104,9584,18846,3185,19432,2641,10302,2646,10783,1344,9397,373,4171,68,1370,0,0,0,0,0,0
2022-02,공항철도 1호선,4210,청라국제도시,37,4,2717,108,11598,3947,22684,5914,14232,13958,7674,4646,5866,2435,6307,2575,6310,3931,5536,3859,4953,3685,5472,4727,7512,6375,10106,7807,16207,16617,4232,17533,2885,9890,2621,9997,2152,9620,426,3554,50,804,0,0,0,0,0,0
2022-02,공항철도 1호선,4211,운서,11,0,4444,300,9132,4149,16528,7187,17739,10863,8200,6934,8356,4044,8838,4401,9284,5250,7545,6464,7429,6550,7825,7897,9267,8895,11484,10682,8983,20600,4665,14757,4953,10998,5084,10388,2871,10607,738,4994,73,1128,0,0,0,0,0,0
2022-02,공항철도 1호선,4212,공항화물청사,3,0,276,461,1026,5651,1563,11931,2130,16504,1656,3039,660,1496,623,2363,901,2432,1132,1301,1633,759,2482,626,3706,1100,7330,1454,14752,847,3366,844,2279,1365,2295,850,2078,247,487,136,0,18,0,0,0,0,0,0
2022-02,공항철도 1호선,4213,인천공항1터미널,0,0,575,1814,1339,5339,3080,10003,5365,15547,4296,4055,2129,4888,2957,5803,3075,7744,3742,5439,4744,5361,6559,5289,5944,4544,10103,6157,14077,2822,5614,1861,4315,2662,4687,1945,2652,987,486,514,3,291,0,0,0,0,0,0
2022-02,공항철도 1호선,4215,인천공항2터미널,0,0,577,1270,985,3941,1834,7423,2986,7915,2774,2573,1004,2030,1037,3406,1177,4456,2084,2259,2655,2335,4788,2514,3811,2411,6446,3291,8416,1232,3605,677,2684,717,2316,869,1045,275,208,206,0,194,0,0,0,0,0,0
2022-02,공항철도 1호선,4217,영종,1,0,1675,84,4941,1224,8145,1696,6437,3050,4881,1956,4352,2015,4658,2534,4472,3168,3874,3047,3813,4032,3962,3872,4249,3938,4064,6379,3392,6120,1937,8203,1552,5138,1498,5292,977,4445,363,2621,36,615,0,0,0,0,0,0
2022-02,9호선2~3단계,4126,언주,0,0,849,889,1942,6678,4594,14645,7352,48928,6751,35821,6786,17158,8212,10445,9589,9699,9454,11354,11467,9708,13163,9493,16932,8614,28269,9545,44216,10921,20901,7881,12553,5034,12019,5772,6876,3779,1256,1646,0,116,0,0,0,0,0,0
2022-02,9호선2~3단계,4127,선정릉,0,0,769,799,2759,5407,5886,13186,7106,46018,5810,34838,5018,15062,5727,9552,6722,8913,7752,9098,8835,8820,9420,7406,12854,7628,21707,8888,39881,10635,21249,7837,11672,5225,11302,6399,6634,3964,1168,1443,1,20,0,0,0,0,0,0
2022-02,9호선2~3단계,4128,삼성중앙,0,0,501,402,1955,3007,3789,9891,5155,29278,4003,24511,3935,9197,4418,5485,5009,5389,5763,6347,6423,5466,7234,5522,8630,5856,16827,6809,28483,9457,12787,5754,7884,3864,8596,4101,3874,2612,768,1159,0,0,0,0,0,0,0,0
2022-02,9호선2~3단계,4129,봉은사,0,0,1205,1070,3843,9011,6108,25587,8057,72423,5996,52609,6610,23674,10070,21383,12501,21514,15212,21996,17724,20911,21101,17241,28659,15314,47060,16383,68714,15750,34996,9849,26856,5259,24297,5824,11061,3414,1798,1167,0,0,0,0,0,0,0,0
2022-02,9호선2~3단계,4130,종합운동장,0,0,732,155,2279,1524,6563,3763,7765,9047,5644,6651,3987,3673,3771,3406,4390,3599,4830,4570,4638,4262,4628,4385,5782,5272,7415,7231,9700,11367,5204,7366,4688,4194,5915,5063,2958,3450,422,1348,0,6,0,0,0,0,0,0
2022-02,9호선2~3단계,4131,삼전,6,0,3326,415,5359,2220,14385,3626,24108,8826,15125,6478,8364,4651,7560,4828,7846,5624,8316,6332,7287,6709,7254,7204,8047,8764,8501,13071,10561,20216,5459,17149,4824,9870,4526,12352,3068,8377,676,4159,0,104,0,0,0,0,0,0
2022-02,9호선2~3단계,4132,석촌고분,2,0,2001,230,3973,1434,11251,3290,20658,10892,12993,6911,7169,5018,6735,4536,6871,5110,7018,5977,6340,5320,6255,6798,6872,7186,8665,10099,11124,18161,4975,14153,3948,9724,4344,10028,2410,6738,511,2911,1,15,0,0,0,0,0,0
2022-02,9호선2~3단계,4133,석촌,1,0,2188,190,6363,1434,16839,3850,22586,9153,16506,8719,9783,6160,9215,6791,9924,7735,10167,8158,9372,7995,9491,8126,10718,10286,11969,13620,12626,21107,7656,18397,6987,9786,7934,12194,4739,8988,732,2734,0,27,0,0,0,0,0,0
2022-02,9호선2~3단계,4134,송파나루,0,0,1381,155,3196,1433,8324,3089,13602,9076,8733,6820,5005,4038,4981,5518,5204,6118,5853,6925,5649,6514,6002,6514,6179,8803,7676,10955,10922,15728,5581,11970,6225,5231,7413,6405,3203,5069,537,2037,0,81,0,0,0,0,0,0
2022-02,9호선2~3단계,4135,한성백제,0,0,693,141,1891,886,4800,1787,6403,4461,4124,3159,2619,2233,2591,2052,2830,2228,3088,2527,2945,2701,3231,2556,3716,2802,4177,3619,5613,5830,2125,4742,1875,2665,1822,3071,1083,2404,193,999,0,32,0,0,0,0,0,0
2022-02,9호선2~3단계,4136,올림픽공원(한국체대),8,0,1171,379,4781,2848,10663,3553,13380,10069,9370,6428,6026,4909,5976,4901,6664,5998,6674,7471,6292,6813,7453,8203,8715,8316,11329,10118,11514,14261,5270,10681,4367,7366,7368,8984,4499,6635,358,2118,0,76,0,0,0,0,0,0
2022-02,9호선2~3단계,4137,둔촌오륜,0,0,191,184,646,1629,2613,1512,3117,1606,1740,819,981,586,1677,741,998,715,1051,725,979,704,1014,874,1748,1096,2047,1617,1450,2517,583,2088,343,1007,453,1346,211,1094,76,400,0,9,0,0,0,0,0,0
2022-02,9호선2~3단계,4138,중앙보훈병원,0,0,2189,561,9418,6303,29618,7949,31275,15602,18710,10887,14270,10424,13523,6879,12147,8618,9237,10957,12451,8826,13426,7864,12809,7859,14250,11854,9899,21700,3674,19389,2727,10376,2183,12800,1692,9766,384,2481,0,227,0,0,0,0,0,0
2022-02,우이신설선,4701,북한산우이,24,1,988,357,2031,1225,6361,1773,7087,4801,3744,5859,3268,6540,3768,5147,4609,4654,5050,3939,5401,3692,5894,3290,5543,2953,4549,2813,3233,4209,1860,3739,1269,2347,965,2474,644,1723,175,641,0,52,0,0,0,0,0,0
2022-02,우이신설선,4702,솔밭공원,1,0,1141,229,2838,770,7411,1043,7931,1924,5296,1730,3753,1998,3401,2092,3497,2597,3212,3059,2845,3028,2963,3243,2535,3654,2223,4248,1719,5908,1127,5708,759,3729,603,3416,528,2420,170,1156,0,15,0,0,0,0,0,0
2022-02,우이신설선,4703,4.19민주묘지,0,0,806,179,2212,464,6313,1164,7203,3644,4614,2999,3757,2948,3716,3170,4328,3615,4473,3949,4453,3733,5057,3725,4523,3822,4242,4383,3041,5641,1815,5651,1356,3505,1081,3446,632,2569,135,1293,0,0,0,0,0,0,0,0
2022-02,우이신설선,4704,가오리,6,1,1876,258,4358,1095,12176,2232,13463,4355,8361,2958,5976,3500,5406,3687,5897,4211,6117,4601,5029,4820,4729,5943,4629,6799,4505,7320,3372,11050,2193,10181,1704,5884,1187,6009,798,4490,207,1944,0,0,0,0,0,0,0,0
2022-02,우이신설선,4705,화계,5,1,1654,467,3167,1067,9558,1480,11568,3785,6322,3217,4892,3159,4615,2994,5392,3405,4960,3963,4403,4027,4039,4640,4015,5488,3476,5706,3026,7951,2398,7856,1267,4361,1154,4539,745,3240,186,1525,0,0,0,0,0,0,0,0
2022-02,우이신설선,4706,삼양,0,0,727,271,2093,762,4979,1068,5858,2685,3720,2111,3102,2038,2909,2047,3012,2352,3164,2627,2933,2777,2551,3944,2519,4032,2227,3775,2072,5202,1379,4457,876,2792,671,2981,419,2058,118,829,0,0,0,0,0,0,0,0
2022-02,우이신설선,4707,삼양사거리,0,0,923,270,2080,684,5491,1517,6738,3568,4658,2492,3975,2452,3561,2525,4009,3298,4050,3614,3477,3684,3351,4348,2954,4557,2727,4433,2677,6111,2074,4833,1293,2725,1163,2755,638,1600,193,861,0,0,0,0,0,0,0,0
2022-02,우이신설선,4708,솔샘,2,0,2254,231,7006,1033,20863,2061,22017,3723,11713,2656,7854,2696,6745,3204,7444,3966,6858,4383,5976,5084,5222,6601,5203,7915,4909,10449,3880,18289,2233,16540,1697,9492,1352,10578,908,6464,285,3135,0,0,0,0,0,0,0,0
2022-02,우이신설선,4709,북한산보국문,1,0,1572,433,5232,1676,14597,3114,18445,6838,12054,5016,8550,4271,8173,4211,8434,5441,8412,5608,7616,6021,6927,7266,7947,8688,7737,11201,6787,16409,3805,14495,2891,9398,2689,9765,1455,6838,608,2671,0,0,0,0,0,0,0,0
2022-02,우이신설선,4710,정릉,2,2,1679,383,3858,1615,10648,2436,13375,4994,9451,3448,7021,3026,6347,3146,6801,4317,6292,4232,5808,4959,5525,6069,5733,6822,5612,8489,5873,12553,3121,9811,2040,6068,1854,6323,1153,3794,366,1592,0,0,0,0,0,0,0,0
2022-02,우이신설선,4711,성신여대입구(돈암),0,0,634,312,841,963,2417,2516,5158,6763,3106,5486,2878,4687,3541,4616,4494,5351,4424,6328,4566,6184,4993,6087,5326,6389,6108,7273,7116,8745,4923,4725,4884,2420,6515,2536,3348,1501,601,803,0,0,0,0,0,0,0,0
2022-02,우이신설선,4712,보문,0,0,399,121,584,980,1362,1815,2647,3976,2330,2804,1706,1719,1722,1830,2182,1816,2182,1811,2107,2034,2230,2070,2417,2154,2799,2205,3489,2701,1744,1764,1309,1294,1398,1598,883,991,296,443,0,2,0,0,0,0,0,0
2022-02,우이신설선,4713,신설동,67,2,552,658,700,1752,1044,3447,1722,9116,1400,6132,1557,3621,1849,2727,2216,2806,2221,3206,2739,2282,3998,1736,4318,1686,5528,1483,7588,1548,3484,907,2303,622,2431,767,1401,548,330,369,0,66,0,0,0,0,0,0
