사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2022-02,일산선,1948,원흥,128,3,4536,518,11689,3501,29519,5195,31530,12627,17147,8551,12266,7198,11847,7306,12368,8200,12078,10039,10778,10215,10639,11524,11221,13462,11445,17975,14388,26128,6280,25576,5434,14161,5670,15180,3092,11972,664,4325,1,69,0,0,0,0,0,0
2022-02,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,일산선,1950,삼송,461,3,5795,1000,22309,6294,59861,10856,58411,19117,31011,15399,23119,13105,21672,15733,21644,18926,21354,20326,19136,20423,19506,24935,21346,27177,23232,33399,23984,55504,14387,46811,12560,29900,13941,28736,7463,20705,1004,5786,3,185,0,0,0,0,0,0
2022-02,일산선,1951,원당,128,1,6198,653,13998,4383,32070,5998,33562,10282,19488,7337,14823,7081,13872,8095,14505,9489,14014,9767,12095,11006,11692,12462,11826,15157,12196,19407,11937,27465,5787,26841,4214,16484,3783,17693,2000,13444,337,4710,1,11,0,0,0,0,0,0
2022-02,일산선,1952,화정,85,1,7760,1101,18497,4893,39490,8881,41921,22435,23716,15659,20591,14832,20392,16571,22373,18819,21677,21257,20669,20383,21129,25697,21413,25535,22640,32068,22894,46595,12077,35555,12125,23514,12978,24003,7081,18210,1218,6109,2,9,0,0,0,0,0,0
2022-02,일산선,1953,대곡,2,0,511,132,2232,732,6409,1054,5568,2418,2742,1324,2119,1281,1852,1187,1919,1471,2090,1351,1862,1346,1973,1654,2079,1888,2738,2073,3388,4833,1235,3468,915,1970,1026,2486,589,1792,297,1051,1,47,0,0,0,0,0,0
2022-02,일산선,1954,백석,47,1,3218,1803,7489,4372,16050,8729,17602,20815,12290,11946,11149,10279,11993,9761,12351,11025,12166,12102,12543,12081,14520,12546,14115,13963,17533,14855,18895,19831,9480,17953,8053,11148,9115,10356,4422,7902,1041,3688,1,3,0,0,0,0,0,0
2022-02,일산선,1955,마두,18,1,2180,1142,7122,2997,12035,6306,11917,17276,8752,11373,8701,8496,9447,8353,9826,7554,10136,10610,10560,9490,11716,9175,10972,8621,12014,11243,13895,13316,6233,12698,4525,7457,4859,6885,3412,6064,345,2921,0,6,0,0,0,0,0,0
2022-02,일산선,1956,정발산,25,0,1245,731,3717,2317,6955,4429,7735,16495,5823,15619,6125,10713,7845,10135,8243,10146,9264,13384,10596,11758,12050,11154,13279,10626,15629,11577,19942,13421,9959,9228,11671,5017,10454,4346,5449,3567,739,1713,1,5,0,0,0,0,0,0
2022-02,일산선,1957,주엽,68,0,3790,923,11050,2336,21162,5312,19537,11057,12346,9550,11429,8538,12134,9012,12242,9492,11730,12037,11288,10887,12059,12624,11440,13102,10861,14271,11100,19289,5663,18730,5297,11758,4523,9971,2897,8615,429,4195,1,109,0,0,0,0,0,0
2022-02,일산선,1958,대화,55,1,4860,953,18587,3722,41466,9599,31686,13312,19412,9398,15569,7831,14799,7652,14373,9058,13410,10488,13284,10170,13404,12048,12472,12787,14083,14788,14267,22827,7432,24104,5829,16632,5390,14487,3053,13318,539,4663,11,1252,0,0,0,0,0,0
2022-02,중앙선,1015,회기,436,2,8851,2853,14791,8473,40880,18628,54972,34582,36046,23897,28148,22840,28855,20337,32138,24401,30294,28139,31148,26458,33099,27642,35221,31261,41605,39248,34349,57725,19359,44560,17316,28201,20769,34806,12531,30491,3364,11445,48,1494,0,0,0,0,0,0
2022-02,중앙선,1201,중랑,88,0,4548,363,7420,1625,16891,2301,16773,4765,11093,4058,7063,3394,6749,3883,6746,4960,6971,5164,5916,5344,5538,7452,5532,8791,5269,12075,5602,18059,3798,11872,2851,8386,2634,7419,1289,6909,367,2175,6,129,0,0,0,0,0,0
2022-02,중앙선,1202,상봉(시외버스터미널),430,4,4517,645,6032,1723,15827,3333,18675,6029,10515,4477,6919,3698,6098,4977,7336,5823,6620,5845,6389,6051,6152,7502,5948,8008,6860,10254,7321,17880,4769,15582,3718,8990,3476,8621,1903,7372,585,2887,22,630,0,0,0,0,0,0
2022-02,중앙선,1203,망우,159,2,5823,755,8346,2371,21560,4314,17880,9816,12025,6304,9242,7768,9218,7386,10115,7918,10119,8612,9279,9135,8798,10574,8986,12677,9494,14536,10079,22767,6669,14894,4515,10104,3965,8592,2348,7127,528,3231,5,233,0,0,0,0,0,0
2022-02,중앙선,1204,양원,19,0,1623,277,2397,1366,7308,2845,5321,3616,3433,1771,2514,2007,2451,2037,2800,1618,2725,2378,2362,2025,2803,2351,3461,2744,3240,3213,2195,5952,1215,4149,740,3053,592,2298,408,2357,93,886,0,32,0,0,0,0,0,0
2022-02,중앙선,1205,구리,608,5,6768,1386,15133,5467,41479,5876,37960,13923,19472,12671,15189,11515,15159,10973,15684,11313,14299,14567,13399,13589,14206,17430,15831,18170,16082,24310,15561,39396,9814,34500,9401,19439,7027,17917,4551,14744,648,6473,4,286,0,0,0,0,0,0
2022-02,중앙선,1206,도농,572,0,5831,934,15047,4401,40578,5647,28683,9166,18091,6528,12663,5516,11683,5734,11411,7063,10323,7708,9161,8170,8778,10989,10481,12526,10041,17964,10257,28525,4913,27098,3738,14901,3553,13630,1959,10844,478,5609,6,425,0,0,0,0,0,0
2022-02,중앙선,1207,양정,46,0,270,41,528,706,1396,1506,1096,1857,719,956,611,614,624,624,710,515,746,495,951,508,862,573,1333,591,1905,860,2034,948,554,801,384,413,280,354,115,353,34,196,5,19,0,0,0,0,0,0
2022-02,중앙선,1208,덕소,1082,2,2355,535,7200,1393,17821,2421,13528,5620,9540,4426,7681,3638,7212,3927,7106,5416,7125,6049,6380,5439,6307,7316,5942,7804,6022,11246,5204,14820,2852,13436,2459,6946,2406,8030,1508,7398,334,3637,7,535,0,0,0,0,0,0
2022-02,중앙선,1209,도심,0,0,1029,266,3800,717,8851,977,5789,3696,3836,1365,2789,1272,2537,1156,2818,1582,2498,1535,2110,1179,1958,2652,2147,1748,2239,4177,2567,4031,988,4688,741,2154,769,2402,454,2407,107,1141,0,0,0,0,0,0,0,0
2022-02,중앙선,1210,팔당,0,0,132,37,380,392,807,1046,922,2039,877,2817,831,2746,825,2077,1014,2069,1091,1492,1578,1352,1903,1500,2294,1210,2395,1204,2290,1269,1500,785,1378,506,1244,473,608,411,66,177,1,0,0,0,0,0,0,0
2022-02,중앙선,1211,운길산,0,0,103,44,333,183,1002,308,917,748,798,1627,748,2126,788,1515,930,1810,1250,1072,1813,1086,2393,881,2159,713,1774,614,1096,607,515,986,370,376,253,451,89,471,19,184,0,0,0,0,0,0,0,0
2022-02,중앙선,1212,양수,9,1,551,95,1165,495,3862,1033,2843,1950,3156,2483,2200,2478,2556,2212,2843,2698,2842,2778,2923,2754,3689,2382,3003,2728,3107,2770,2254,2920,1130,3173,915,2129,528,1849,241,1515,67,768,0,0,0,0,0,0,0,0
2022-02,중앙선,1213,신원,0,0,70,0,188,77,274,340,200,144,300,328,207,506,209,380,327,271,331,220,461,260,593,194,535,185,267,204,401,241,68,155,49,136,27,93,16,91,4,54,0,0,0,0,0,0,0,0
2022-02,중앙선,1214,국수,0,0,370,24,657,160,1320,280,1174,567,1297,990,1085,682,932,846,1097,938,1137,841,882,821,1233,997,1047,996,628,1035,476,1113,257,873,219,1066,172,911,68,601,20,277,0,0,0,0,0,0,0,0
2022-02,중앙선,1215,아신,1,1,323,23,603,53,1178,405,1041,691,788,677,921,568,781,658,713,816,824,556,754,648,850,772,854,874,620,1105,729,838,329,896,207,601,177,732,110,493,16,285,0,2,0,0,0,0,0,0
2022-02,중앙선,1216,오빈,1,0,119,1,368,163,626,140,575,435,532,261,522,324,377,300,470,301,390,324,344,240,357,390,360,456,400,615,366,505,165,390,107,297,42,383,22,256,6,189,0,6,0,0,0,0,0,0
2022-02,중앙선,1217,양평,20,0,970,55,2275,1358,4075,1829,3515,4479,3418,2677,4268,3664,3944,4185,4567,4577,4736,3736,5112,4518,4536,4493,5347,3560,4316,4639,4450,4727,2097,3137,2113,3629,1781,2070,1093,1992,86,1723,1,91,0,0,0,0,0,0
2022-02,중앙선,1218,원덕,36,1,216,4,426,60,483,195,765,314,666,277,626,566,537,574,497,599,514,305,664,561,636,502,652,482,443,664,318,624,186,485,99,344,56,386,17,199,0,173,1,7,0,0,0,0,0,0
2022-02,중앙선,1219,용문,248,0,598,2,1397,403,2041,967,2767,1927,2153,1410,2834,2414,2564,4233,3199,5445,4189,2883,5008,3853,5262,3613,3928,2311,2822,3088,1998,2293,1083,2132,563,2016,531,1388,240,1100,2,825,0,169,0,0,0,0,0,0
2022-02,중앙선,1220,지평,0,0,0,0,0,0,199,75,178,56,3,0,352,259,2,1,6,0,62,158,335,266,0,0,3,0,83,165,63,93,135,162,0,1,16,88,1,52,0,0,0,0,0,0,0,0,0,0
2022-02,장항선,1401,봉명,10,0,771,248,1033,448,1625,2116,1578,2539,1612,2732,2157,1701,2044,1071,1744,1176,1545,1656,1699,1386,1713,1250,1868,1051,2275,1681,1297,1416,665,1236,567,777,421,726,347,743,266,457,1,33,0,0,0,0,0,0
2022-02,장항선,1402,쌍용(나사렛대),9,0,1429,203,2656,383,3564,726,4896,2320,1980,1690,2442,1680,2186,1624,2269,1920,2399,2078,2089,1669,2066,2269,2207,2567,2412,3487,2199,3976,1452,3164,1186,2066,973,1806,836,1812,371,1083,6,197,0,0,0,0,0,0
2022-02,장항선,1403,아산,30,1,475,515,1161,1841,3314,3440,4222,4790,2410,3574,2960,4263,3254,3106,3503,4055,3603,3977,4449,2951,4912,3629,4861,3691,4538,4861,7112,4781,5647,3162,3273,2354,3949,1868,2990,1378,1038,654,19,161,0,0,0,0,0,0
2022-02,장항선,1404,탕정,6,0,227,51,393,312,956,616,1015,853,729,549,758,522,775,503,746,546,738,686,823,479,1100,547,1077,933,1083,842,751,1064,398,830,201,741,199,720,166,514,75,297,2,68,0,0,0,0,0,0
2022-02,장항선,1405,배방,43,0,629,124,913,456,1707,882,1577,1597,1358,1029,1264,810,1436,1158,1423,1263,1511,1429,1568,949,1469,1294,1324,1576,1616,2127,1849,2045,1081,1750,697,1276,724,1091,485,992,178,531,19,175,0,0,0,0,0,0
2022-02,장항선,1407,온양온천,418,0,948,283,2907,1268,4953,2921,5669,5130,5262,5395,5692,4416,6111,7999,6342,6860,7472,6309,7298,4302,6471,5324,5689,5854,4275,6336,6560,5000,2465,5091,1783,3604,1975,4085,1159,2679,354,1390,10,429,0,0,0,0,0,0
2022-02,장항선,1408,신창(순천향대),99,0,309,61,767,183,1387,1188,1226,2441,1294,1203,1682,1649,1694,1666,1659,1670,2030,1715,2428,1358,2017,1448,2424,1671,2789,1270,2157,2016,827,1508,717,1321,563,1439,334,1178,135,659,2,157,0,0,0,0,0,0
2022-02,경의선,1252,신촌,0,0,100,1,204,766,363,2626,355,3259,452,2699,447,1391,517,987,691,779,603,1618,725,876,930,812,1382,683,2771,835,2351,930,1712,778,799,371,960,234,734,81,188,205,0,41,0,0,0,0,0,0
2022-02,경의선,1261,효창공원앞,1,0,462,136,1377,1477,3253,3278,5315,12998,3481,7774,2344,2669,2390,2650,2699,2546,2839,2753,2721,2763,2930,2993,3728,3258,5257,3991,10849,5979,4373,4621,2947,2906,2759,4049,1411,2511,344,1190,0,93,0,0,0,0,0,0
2022-02,경의선,1263,서강대,8,0,276,85,967,1032,2300,1775,2831,5305,2230,4564,2105,2367,2267,2521,2437,2433,2496,2739,2415,2592,2714,2546,3182,2825,4339,2834,4368,3329,2636,2482,2589,1534,3008,2054,1780,1254,436,641,2,31,0,0,0,0,0,0
2022-02,경의선,1265,가좌,0,0,2004,167,5088,2300,13463,2792,17380,6763,7800,5664,6210,4177,5670,4099,6611,4745,5749,6067,5648,5890,5554,6201,6389,8031,6509,8963,6779,14120,4014,11463,2931,5901,2675,5770,1592,4949,381,2359,6,185,0,0,0,0,0,0
2022-02,경의선,1267,수색,2,0,702,790,1076,6416,2459,4282,3201,12606,2330,6238,1778,2630,1767,1800,1932,1845,2044,2676,2221,2044,2963,1887,5866,2483,7719,3170,9824,2784,4559,2340,2347,1448,2135,1193,1362,1162,334,524,7,61,0,0,0,0,0,0
2022-02,경의선,1268,화전,0,0,303,181,1198,915,2495,1442,2805,3437,1813,2094,1339,1633,1415,1550,1822,1383,1713,1611,1809,1524,2001,1573,2837,1526,3234,1881,2828,2372,1334,2165,809,1319,769,1342,585,1179,162,404,18,98,0,0,0,0,0,0
2022-02,경의선,1269,강매,0,0,1376,170,4050,704,13189,850,12811,2563,6110,1119,3984,1149,3454,1412,3278,1539,3069,2014,2509,2087,2441,2807,2405,3572,2213,4872,2739,8902,932,8973,719,5151,681,5159,381,4261,134,1532,1,307,0,0,0,0,0,0
2022-02,경의선,1270,행신,0,0,2371,658,8619,2929,28305,4094,24035,8617,10075,5655,7599,4202,8674,5170,8346,5697,7183,6644,6340,6391,6255,7084,7864,10042,10412,13467,8043,28750,4868,22241,5807,10379,4593,11435,3444,8480,884,3147,41,626,0,0,0,0,0,0
2022-02,경의선,1271,능곡,0,0,2128,273,5042,2079,11151,1983,11625,3916,6655,2616,5057,2450,4652,2698,4335,3095,4228,3193,3828,3333,3789,3874,4019,5063,4426,6296,4144,9315,2116,8172,1548,4842,1346,5590,852,4351,248,1880,2,774,0,0,0,0,0,0
2022-02,경의선,1272,곡산,0,0,157,102,515,713,1205,773,897,1939,837,702,600,438,605,408,504,672,528,509,744,557,920,622,975,633,1159,733,1490,1191,440,871,329,609,280,544,169,368,65,146,2,7,0,1,0,0,0,0
2022-02,경의선,1273,백마,3,0,2896,595,10467,1854,24685,4582,17884,8677,9259,4760,7320,3845,7502,3480,7812,5051,7571,5588,6597,5733,6861,6359,7094,7250,7523,8893,8495,18851,3540,19207,2551,10369,3028,11019,2433,8980,487,4422,3,191,0,0,0,0,0,0
2022-02,경의선,1274,풍산,3,0,2554,248,7499,1273,16754,3315,14323,5918,8623,4307,6180,3638,6203,4570,6650,4730,6178,5910,6215,4741,6609,5533,6565,7097,6639,8745,6906,14482,3589,11945,3062,8683,3793,8727,1915,6736,406,3371,5,186,0,0,0,0,0,0
2022-02,경의선,1275,일산,2,0,5202,657,15866,2570,34569,5070,24285,7776,13628,5440,9649,4933,10051,6338,11024,7108,10195,8594,9367,8884,9576,9400,9497,11177,8356,14984,9290,25645,4766,27526,3405,12935,3410,14903,2874,11448,562,5963,9,1269,0,0,0,0,0,0
2022-02,경의선,1276,탄현,33,0,3902,421,14976,1986,26416,4398,20296,7411,10956,4310,8613,3416,8721,4411,8706,5144,8307,5562,7538,6821,7573,7607,7773,8646,7442,13694,8389,21910,4309,24975,3439,11892,3823,12911,2522,8165,591,5129,16,899,0,0,0,0,0,0
2022-02,경의선,1277,야당,14,1,2876,321,10717,1740,19957,3686,18194,6358,9316,5345,7909,4251,8079,5502,8275,6170,8032,7125,7590,7954,7905,9372,8489,10773,7993,15928,8381,22107,5777,19259,6555,10052,10093,9633,5173,7926,947,4253,53,736,0,0,0,0,0,0
2022-02,경의선,1278,운정,21,1,2642,289,12375,3364,21624,5097,19131,8747,9947,4699,7933,3716,7678,4273,7683,4759,7466,5024,6187,5663,6515,6631,7671,8469,8777,10678,8751,17128,3654,16798,2646,9867,2339,9850,1817,7779,376,3683,12,510,0,0,0,0,0,0
2022-02,경의선,1279,금릉,31,0,2016,275,6488,1576,12429,3557,10007,8259,6038,3798,5395,3382,5669,3456,6082,4174,5768,4355,5295,5286,5098,5297,5584,5867,7236,7700,8240,10825,3409,10453,2968,5662,2811,6365,1562,5334,205,2513,8,336,0,0,0,0,0,0
2022-02,경의선,1280,금촌,50,4,2654,172,6569,3094,13729,7637,12004,11701,8902,7035,7541,5783,8484,5203,9058,7422,8951,7806,8209,7671,8144,7795,8535,8643,9849,10661,12337,13232,5627,11104,4454,7877,3988,8656,2261,6405,274,2986,33,419,0,0,0,0,0,0
2022-02,경의선,1282,월롱,31,0,281,26,664,4253,1800,7806,1711,7955,1656,2001,1588,1506,1872,1255,2216,1679,2256,1554,1971,1482,2867,1673,4084,1939,7370,2252,9546,2471,3775,2465,2703,2247,1654,2766,551,2354,26,1206,17,177,0,0,0,0,0,0
2022-02,경의선,1283,파주,31,0,590,4,817,534,1875,1652,1754,2394,1289,626,1067,790,1301,756,1296,892,1312,809,1116,704,1205,859,1561,846,2188,908,2639,1032,734,1188,406,754,520,718,145,660,29,397,1,94,0,0,0,0,0,0
2022-02,경의선,1284,문산,647,0,2320,3,6005,1668,11728,4459,9668,10058,6925,3841,6286,4416,6806,4795,7113,5997,7077,6209,6698,5395,6881,7031,6508,7039,8242,7929,8587,9442,3627,8957,2584,6986,2158,6029,1159,5897,51,2730,0,726,0,0,0,0,0,0
2022-02,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,3,67,25,172,3,1,43,0,2,2,2,2,64,58,44,8,219,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,경의선,1291,서울역,0,0,506,6,843,5109,2004,15982,1832,26341,1696,12911,1192,4804,1382,3606,2109,2833,2436,4870,2639,2325,3913,2318,5486,2327,11519,3270,21663,3497,7660,2184,4338,1803,4751,851,705,118,675,707,0,63,0,0,0,0,0,0
2022-02,경의선,1292,공덕,20,0,389,87,1308,1371,3094,4899,3998,14243,2718,6071,2577,2626,3199,2733,3882,2690,3491,2491,3680,2849,3868,2746,4600,3130,7376,3982,12496,5065,5264,3368,4856,2123,6762,2657,2595,1600,380,724,4,60,0,0,0,0,0,0
2022-02,경의선,1293,홍대입구,1,0,132,85,429,337,1017,1210,1349,4348,874,2882,825,2775,961,2646,1379,3543,1688,3600,1885,3668,2269,3375,2789,3895,4156,3607,4880,3965,3380,2456,3498,1242,4667,1559,2711,933,503,522,3,58,0,0,0,0,0,0
2022-02,경의선,1294,디지털미디어시티,3,0,677,223,1785,1359,6422,1407,7483,2956,3505,1910,2757,1462,2682,1437,2868,1862,2537,2135,2524,2054,2742,2091,3367,2828,3865,4119,3686,6640,1920,5327,1487,3291,1351,3497,914,2897,263,1118,6,90,0,0,0,0,0,0
2022-02,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,경춘선,1311,신내,12,0,552,645,1872,2697,4782,2625,4629,6243,2425,1814,1781,1350,1869,1366,2069,1467,2108,1790,2028,1442,2084,2101,3368,1972,3560,2837,4946,3923,1984,3229,941,1573,850,1647,759,1330,222,547,1,56,0,0,0,0,0,0
2022-02,경춘선,1312,갈매,4,1,1150,498,2951,1917,12953,2282,7808,3202,4814,2246,3205,1887,2697,1677,3083,1745,2616,2504,2705,1880,2658,3327,3405,3141,3023,4331,3167,8326,1585,6177,1508,3493,1969,3376,1059,2158,353,770,5,282,0,0,0,0,0,0
2022-02,경춘선,1313,별내,18,0,956,639,2451,2002,10764,3049,8232,5418,4954,3436,3706,2287,3043,2528,3913,2867,3401,3308,3355,2737,3719,3582,4937,4065,4496,5616,5384,8525,2421,7427,1940,3817,2137,2735,1470,3101,448,899,9,217,0,0,0,0,0,0
2022-02,경춘선,1314,퇴계원,9,0,1976,359,3839,1190,13971,2895,9589,3868,6727,2152,4541,2200,3915,2309,4755,2728,4053,2826,3142,2951,3475,3360,3237,4439,3497,7244,4465,9820,1909,8389,1276,5046,1340,3815,856,4589,239,1245,8,337,0,0,0,0,0,0
2022-02,경춘선,1315,사릉,17,1,1670,474,4179,1245,11470,4362,8778,4947,5568,1869,3486,2007,3477,2024,3618,2310,3319,1890,2660,2704,2970,2586,2674,3547,3576,5497,5251,7587,1865,9675,1199,4288,1002,3528,583,3331,146,1276,6,295,0,0,0,0,0,0
2022-02,경춘선,1316,금곡,1,0,1150,184,1613,751,3272,1402,3360,3219,2307,1481,1901,1282,2090,1164,1708,1692,2064,1301,1672,1795,1897,1638,1715,1764,2134,2300,2639,2994,876,2691,579,1296,533,1382,412,1215,103,554,9,101,0,0,0,0,0,0
2022-02,경춘선,1317,평내호평,500,8,4077,566,8002,1178,21220,3222,13952,7351,8269,4987,7484,4154,6890,4169,6948,5785,6963,5621,5892,6724,6273,6386,6182,7103,6266,11527,6757,14369,4030,18194,3568,7001,3590,6805,2749,6397,653,2881,8,968,0,0,0,0,0,0
2022-02,경춘선,1318,천마산,17,1,718,199,2727,390,5251,1363,4142,1539,3427,1311,2673,1283,2275,1325,2457,1642,2084,1689,2023,1977,1674,2372,1787,2179,1511,2913,1776,4213,717,3401,410,2412,424,2060,346,1584,44,671,0,15,0,0,0,0,0,0
2022-02,경춘선,1319,마석,8,0,931,238,5219,1918,9978,4306,7482,5242,6073,3816,5177,2796,4730,3813,5344,3707,4893,4859,4629,4155,4458,4768,4861,4389,4766,5948,5431,7074,2341,9538,2136,4832,1856,4159,1206,3640,360,1449,0,185,0,0,0,0,0,0
2022-02,경춘선,1320,대성리,0,0,81,26,227,187,648,533,660,642,638,369,647,695,1443,664,974,653,844,921,729,1247,869,760,881,662,1104,597,826,612,299,484,196,307,146,255,76,271,32,173,0,0,0,0,0,0,0,0
2022-02,경춘선,1321,청평,0,0,594,104,1496,478,2484,736,2581,2011,2346,1495,2918,1864,4435,1372,3098,2576,2422,2407,2368,2851,2225,2906,2432,2733,2386,3035,1815,2565,811,2363,757,1873,523,1349,264,1038,43,740,0,0,0,0,0,0,0,0
2022-02,경춘선,1322,상천,0,0,93,18,150,97,343,82,385,404,364,461,368,530,441,453,487,347,424,286,572,361,576,388,546,297,477,379,218,288,84,266,34,141,47,141,28,83,6,44,0,2,0,0,0,0,0,0
2022-02,경춘선,1323,가평,0,0,470,61,853,584,1851,1393,2393,2908,1886,1927,3189,1584,5156,2424,2928,2533,2235,3395,2598,3868,2386,3371,2745,2037,3021,2423,2563,2063,1214,2233,1057,1551,912,1238,334,896,86,646,1,28,0,0,0,0,0,0
2022-02,경춘선,1324,굴봉산,0,0,50,1,41,24,89,71,204,244,145,430,201,759,466,484,240,318,290,262,361,287,417,257,306,200,259,203,117,159,101,98,122,108,86,56,47,58,17,42,1,4,0,0,0,0,0,0
2022-02,경춘선,1325,백양리,0,0,39,27,23,25,60,454,126,745,113,512,283,908,898,834,442,579,434,437,431,616,600,375,697,266,1343,464,813,435,197,207,380,100,552,156,456,132,395,50,26,0,0,0,0,0,0,0
2022-02,경춘선,1326,강촌,2,0,52,0,82,28,203,151,324,740,371,728,494,1135,883,1223,676,605,581,640,918,829,1021,564,1195,560,1074,401,675,434,304,367,237,284,131,172,41,165,29,96,2,5,0,0,0,0,0,0
2022-02,경춘선,1327,김유정,1,0,70,1,109,28,244,311,245,384,268,542,306,1018,379,852,492,870,580,829,900,659,1091,507,1072,401,1034,398,557,320,182,223,125,127,60,144,38,123,16,44,8,8,0,0,0,0,0,0
2022-02,경춘선,1328,남춘천,281,1,848,21,2369,409,2549,1378,3511,2313,3414,2403,3667,2348,3461,4473,3667,5772,3936,3763,4986,3594,4754,3822,4395,3323,3761,3786,3067,3812,2344,5658,2128,2178,2003,2164,858,2718,129,1430,4,690,0,0,0,0,0,0
2022-02,경춘선,1329,춘천,145,0,310,4,1122,209,1036,489,1415,1175,1511,1588,1600,1256,1641,2564,1805,2478,2250,2739,2825,1795,3456,2441,2895,1531,2575,1670,2128,1255,1416,2050,1036,792,664,853,265,740,16,622,1,199,0,0,0,0,0,0
2022-02,수인선,1873,고색,317,0,1728,272,5269,1711,10830,10847,8239,19067,6630,2347,3210,1801,3148,2181,3596,2400,3542,2477,3143,2784,3337,2832,4142,4132,8628,5239,15346,7642,3901,8800,4246,7516,6299,4803,1175,3602,433,1553,6,699,0,0,0,0,0,0
2022-02,수인선,1874,오목천,2,0,422,3,2895,1985,6202,2535,6398,4163,3936,1834,3310,1773,3335,1882,3574,2268,3085,2789,2934,2363,3177,2775,4117,3888,4292,3654,4840,7816,2083,4756,1257,2687,1212,3110,781,3598,314,1324,1,101,0,0,0,0,0,0
2022-02,수인선,1875,어천,0,0,177,1,467,866,815,1285,985,1264,923,707,915,629,1020,688,986,761,988,840,727,822,1004,785,1177,1208,1443,1060,2072,1668,688,1134,498,630,303,736,219,661,88,279,0,23,0,0,0,0,0,0
2022-02,수인선,1876,야목,0,0,148,3,267,272,786,418,788,507,531,175,397,255,479,205,399,250,479,256,393,211,415,283,451,384,566,461,582,580,282,437,160,205,102,361,85,261,27,95,0,14,0,0,0,0,0,0
2022-02,수인선,1877,사리,0,0,2506,115,7227,928,15088,1855,13623,3016,7353,2094,5686,1991,5263,2124,5326,2748,5880,3187,4682,2992,4346,4233,4598,5816,4407,6510,4290,14669,2456,10539,1585,6312,1553,7698,1365,5778,357,2844,6,267,0,0,0,0,0,0
2022-02,수인선,1878,달월,0,0,3,9,34,142,89,63,82,268,72,52,47,86,57,73,70,71,74,97,84,80,92,61,190,65,192,53,828,93,60,28,54,34,51,32,22,33,10,19,0,3,0,0,0,0,0,0
2022-02,수인선,1879,월곶,1,0,914,254,3420,938,7664,1351,6093,2418,3655,2195,2790,2394,2835,2912,3060,3111,3132,2727,2888,2710,3047,3022,3469,3524,3377,4545,4246,7318,2171,4379,1759,3176,1611,3579,1246,2493,422,1036,4,100,0,0,0,0,0,0
2022-02,수인선,1880,소래포구,2,0,1834,409,4340,1664,10885,2909,9331,5385,4879,4513,4545,4309,5123,6953,6205,9356,7042,7928,8374,7124,9490,6594,8909,6583,7381,7127,6310,9776,3997,6922,3563,4527,3830,5065,2242,3830,653,1923,6,243,0,0,0,0,0,0
2022-02,수인선,1881,인천논현,7,0,1790,508,4436,3382,10169,7013,9249,10974,5262,7320,5423,5471,6294,5576,6493,6032,6296,6701,6516,7132,6949,6893,7631,8028,9185,9965,10671,14087,5872,8892,5854,5628,6290,5539,3124,4042,862,1943,3,232,0,0,0,0,0,0
2022-02,수인선,1882,호구포,10,0,1365,668,2359,3537,5222,14829,6100,18332,3688,3314,3241,2360,3518,2820,3960,2883,3916,2934,3871,3119,4033,3206,4611,3716,10920,4549,13150,6142,4197,4918,5239,3265,3708,3125,1355,2314,426,1386,1,141,0,0,0,0,0,0
2022-02,수인선,1883,남동인더스파크,0,0,310,569,769,2862,999,13330,1438,16309,969,2783,991,1330,1597,1195,1397,1315,1510,1236,2039,1239,2283,1046,2960,1156,10231,1056,9414,1210,3682,1856,3374,1041,1579,590,459,356,142,164,0,12,0,0,0,0,0,0
2022-02,수인선,1884,원인재,34,2,2429,594,5163,1739,9613,3744,11692,6076,6765,3897,5763,4382,6142,4237,5839,4689,5797,5187,5512,5169,5375,6316,5188,7133,5564,8776,5649,12173,3121,8419,3134,6164,3336,6768,1929,5112,576,2586,3,161,0,0,0,0,0,0
2022-02,수인선,1885,연수,2,0,1943,552,4820,1687,11070,3180,9568,7535,4809,5012,4415,4448,4805,4027,5138,4853,5501,5139,5140,4878,5332,5758,5671,6936,6443,9148,8089,12150,3923,7365,3950,5076,4667,5273,2626,3402,846,1747,14,380,0,0,0,0,0,0
